,age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
21394,59,11250.0,0.28513,1.0,0,30
21395,67,5166.0,541.0,0.0,0,0
21396,27,8100.0,0.064066,1.0,0,0
21397,67,2586.0,0.482412,0.0,0,0
21398,53,17066.0,0.299936,1.0,0,0
21399,58,5166.0,4492.0,0.0,0,30
21400,55,4000.0,0.251687,0.0,0,0
21401,55,5166.0,5164.0,2.0,0,0
21402,49,3100.0,0.699452,2.0,0,0
21403,55,5166.0,3974.0,0.0,0,0
21404,63,7073.0,0.399915,1.0,0,0
21405,60,2000.0,0.431784,2.0,0,120
21406,46,7708.0,0.227915,2.0,0,0
21407,43,5166.0,1899.0,1.0,0,0
21408,40,5166.0,0.354751,0.0,0,0
21409,32,7916.0,0.348491,0.0,0,0
21410,56,6650.0,0.273042,2.0,0,30
21411,83,1466.0,0.002045,0.0,0,0
21412,47,4900.0,0.611916,0.0,0,0
21413,61,5166.0,528.0,0.0,0,0
21414,59,6084.0,0.216105,0.0,0,0
21415,38,2900.0,0.028611,0.0,0,30
21416,59,5356.0,0.224193,0.0,0,30
21417,68,5166.0,2.0,0.7896281800391389,0,0
21418,48,7750.0,0.317636,1.0,0,30
21419,44,3680.0,1.552024,1.0,0,60
21420,50,13333.0,0.125919,0.0,0,0
21421,56,5166.0,340.0,0.7896281800391389,0,60
21422,32,7467.0,0.273969,0.0,0,0
21423,50,7412.0,0.472009,2.0,0,0
21424,40,2800.0,0.45698,0.0,0,0
21425,60,6048.0,0.545379,0.0,0,0
21426,43,5833.0,0.056736,0.0,0,0
21427,48,4232.0,0.409402,0.0,0,0
21428,39,6833.0,0.299824,0.0,0,0
21429,71,1666.0,0.015597,0.0,0,0
21430,30,0.0,147.0,0.0,0,0
21431,56,3689.0,0.518428,0.0,0,30
21432,61,10166.0,0.136618,0.0,0,0
21433,37,5300.0,0.291077,0.0,0,0
21434,29,1440.0,0.573907,0.0,0,0
21435,47,7250.0,0.479796,0.0,0,0
21436,43,5833.0,0.556222,2.0,0,0
21437,30,5491.0,0.069738,0.0,0,0
21438,48,9185.0,0.269432,1.0,0,0
21439,45,9700.0,0.406247,3.0,0,0
21440,27,2000.0,0.0,0.0,0,30
21441,32,5416.0,0.528152,2.0,0,0
21442,61,8500.0,0.550994,1.0,0,0
21443,62,5416.0,0.711833,0.0,0,0
21444,60,5166.0,90.0,0.0,0,0
21445,64,7252.0,0.064249,0.0,0,0
21446,30,3605.0,0.079867,0.0,0,0
21447,54,5900.0,0.785121,0.0,0,0
21448,62,5166.0,1970.0,0.0,0,0
21449,57,2300.0,0.830508,0.0,0,0
21450,40,6000.0,0.007665,3.0,0,0
21451,47,3233.0,0.008349,0.0,0,90
21452,51,4900.0,0.599061,2.0,0,30
21453,49,3040.0,0.687274,2.0,0,0
21454,31,2750.0,0.104326,0.0,0,30
21455,59,2605.0,0.06485,2.0,0,0
21456,41,4467.0,0.617502,1.0,0,0
21457,63,5166.0,30.0,0.7896281800391389,0,0
21458,38,3252.0,0.351368,1.0,0,0
21459,53,7350.0,0.000544,1.0,0,0
21460,26,2834.0,0.189771,0.0,0,0
21461,44,5045.0,0.319659,4.0,0,0
21462,57,680.0,2.361233,1.0,0,0
21463,52,16666.0,0.527809,1.0,0,0
21464,52,3800.0,0.606156,0.0,0,30
21465,40,10000.0,0.353765,0.0,0,0
21466,25,1120.0,0.335415,0.0,0,0
21467,68,12500.0,0.166387,0.0,0,0
21468,60,6500.0,0.346101,1.0,0,0
21469,46,10400.0,0.005576,4.0,0,90
21470,51,5375.0,0.322917,1.0,0,30
21471,44,5250.0,0.406018,0.0,0,0
21472,38,11250.0,0.003022,1.0,0,0
21473,23,900.0,0.54828,0.0,0,0
21474,48,4000.0,1.226443,0.0,0,0
21475,43,5166.0,3003.0,0.0,0,90
21476,30,3625.0,0.102592,1.0,0,180
21477,63,6166.0,0.037782,0.0,0,0
21478,67,14166.0,0.151973,0.0,0,0
21479,64,4060.0,0.241074,0.0,0,0
21480,42,2200.0,0.651522,4.0,0,60
21481,27,2100.0,0.289862,0.0,0,0
21482,42,5167.0,0.357779,0.0,0,30
21483,31,3780.0,0.268183,1.0,0,0
21484,73,3500.0,0.014282,1.0,0,0
21485,26,5250.0,0.427347,0.0,0,60
21486,57,4000.0,0.005749,0.0,0,0
21487,53,15833.0,0.341607,1.0,0,0
21488,79,3300.0,0.002121,0.0,0,0
21489,27,2740.0,0.241518,0.0,0,30
21490,45,4362.0,0.140041,0.0,0,0
21491,27,5000.0,0.687862,0.0,0,0
21492,62,5166.0,31.0,0.0,0,0
21493,37,2800.0,0.28347,1.0,0,0
21494,57,5166.0,6136.0,0.0,0,0
21495,52,6000.0,0.484586,0.0,0,0
21496,43,3958.0,0.072746,0.0,0,180
21497,67,7100.0,0.497113,1.0,0,0
21498,50,8142.0,0.213926,0.0,0,0
21499,51,3300.0,1.330506,1.0,0,0
21500,57,5166.0,344.0,0.0,0,0
21501,47,7600.0,0.307854,2.0,0,0
21502,78,5100.0,0.340325,0.0,0,0
21503,73,13883.0,0.176174,2.0,0,0
21504,54,4598.0,0.35225,0.0,0,0
21505,50,9041.0,0.031188,3.0,0,0
21506,57,6854.0,0.217943,0.0,0,0
21507,48,5000.0,0.085383,0.0,0,0
21508,34,5800.0,0.444234,0.0,0,0
21509,39,2000.0,0.577211,2.0,0,0
21510,56,9077.0,0.165014,2.0,0,0
21511,32,9670.0,0.258918,0.0,0,0
21512,44,5166.0,3359.0,2.0,0,0
21513,71,3244.0,0.218798,0.0,0,0
21514,72,2300.0,0.218601,0.0,0,0
21515,38,8100.0,0.278731,2.0,0,0
21516,62,6800.0,0.455227,0.0,0,90
21517,65,3000.0,0.41053,0.0,0,0
21518,38,4900.0,0.108753,0.0,0,30
21519,55,3806.0,0.535067,0.0,0,0
21520,69,5166.0,2204.0,0.0,0,0
21521,52,2541.0,0.007474,0.0,0,0
21522,51,5166.0,1924.0,0.0,0,0
21523,54,6552.0,0.260797,1.0,0,0
21524,66,8500.0,0.387131,0.0,0,0
21525,41,10000.0,0.166283,2.0,0,0
21526,34,4750.0,0.43212,1.0,0,60
21527,57,2920.0,0.122903,0.0,0,0
21528,59,3440.0,0.168846,0.0,0,0
21529,76,5091.0,0.086606,0.0,0,0
21530,64,5166.0,2969.0,0.0,0,0
21531,66,5166.0,22.0,0.0,0,0
21532,37,7083.0,0.505929,2.0,0,0
21533,68,6233.0,0.440327,0.0,0,0
21534,78,5000.0,0.355129,0.0,0,0
21535,56,6000.0,0.390268,0.0,0,330
21536,73,5166.0,1076.0,0.0,0,0
21537,54,11666.0,0.435502,1.0,0,0
21538,32,5416.0,0.116485,0.0,0,0
21539,41,15800.0,0.110499,2.0,0,0
21540,61,9966.0,0.23026,0.0,0,0
21541,27,3843.0,0.157388,0.0,0,0
21542,61,7519.0,0.378457,0.0,0,0
21543,31,3100.0,0.188326,1.0,0,0
21544,29,2500.0,0.220312,0.0,0,0
21545,48,6250.0,0.203167,0.0,0,30
21546,38,6000.0,0.289285,2.0,0,0
21547,41,7800.0,0.209845,4.0,0,0
21548,84,5166.0,3.0,0.7896281800391389,0,0
21549,62,5166.0,3894.0,0.0,0,0
21550,52,5166.0,0.0,0.0,0,0
21551,83,5166.0,27.0,0.0,0,0
21552,67,5166.0,343.0,0.0,0,0
21553,40,7966.0,0.221413,1.0,0,0
21554,44,4395.0,0.069609,0.0,0,0
21555,69,2500.0,0.246701,0.0,0,0
21556,45,7500.0,0.419944,1.0,0,60
21557,58,10199.0,0.442843,0.0,0,0
21558,49,7021.0,0.965394,2.0,0,0
21559,53,13700.0,0.427414,3.0,0,0
21560,35,4000.0,0.092977,0.0,0,0
21561,62,10416.0,0.198906,2.0,0,0
21562,70,2890.0,0.210308,1.0,0,0
21563,32,5000.0,0.165367,1.0,0,30
21564,62,2333.0,0.222793,1.0,0,0
21565,43,8000.0,0.062867,0.0,0,0
21566,73,7260.0,0.128495,1.0,0,0
21567,41,5750.0,0.450009,3.0,0,0
21568,49,5200.0,0.010383,2.0,0,0
21569,81,0.0,15.0,0.0,0,0
21570,64,1200.0,0.836803,0.0,0,0
21571,60,5166.0,3.0,0.0,0,0
21572,28,4933.0,0.221727,3.0,0,210
21573,36,10049.0,0.425373,0.0,0,30
21574,66,11245.0,0.147697,0.0,0,30
21575,43,4500.0,0.521218,0.0,0,0
21576,76,9066.0,0.124628,1.0,0,0
21577,46,12000.0,0.353637,2.0,0,0
21578,51,6471.0,0.028894,0.0,0,0
21579,38,7500.0,0.385415,0.0,0,0
21580,38,3750.0,0.203146,0.0,0,0
21581,59,4300.0,0.381772,2.0,0,0
21582,40,2167.0,0.52952,1.0,0,0
21583,47,0.0,1474.0,3.0,0,0
21584,30,1336.0,0.219147,0.0,0,30
21585,59,3333.0,0.844631,0.0,0,0
21586,23,4300.0,0.086957,0.0,0,0
21587,38,4416.0,0.731039,0.0,0,30
21588,60,5166.0,2252.0,0.0,0,0
21589,53,0.0,46.0,2.0,0,0
21590,59,5166.0,3248.0,0.0,0,0
21591,51,12000.0,0.27906,3.0,0,0
21592,46,8900.0,0.311875,1.0,0,0
21593,52,5571.0,0.301508,0.0,0,0
21594,50,5166.0,3867.0,1.0,0,0
21595,45,10665.0,0.046784,4.0,0,0
21596,46,10466.0,0.159454,2.0,0,120
21597,57,5166.0,2575.0,0.0,0,0
21598,46,7729.0,0.305175,3.0,0,0
21599,50,3800.0,0.650881,0.0,0,0
21600,55,12090.0,0.007692,1.0,0,0
21601,59,5277.0,0.107238,0.0,0,0
21602,46,5166.0,80.0,0.0,0,0
21603,42,700.0,3.376605,0.0,0,0
21604,69,2001.0,0.074925,0.0,0,0
21605,43,4650.0,0.500968,1.0,0,0
21606,57,12000.0,0.133406,1.0,0,0
21607,27,2247.0,0.314947,3.0,0,0
21608,75,2062.0,0.031508,0.0,0,0
21609,67,5166.0,6.0,0.0,0,0
21610,33,5000.0,0.274345,2.0,0,0
21611,70,6438.0,0.225501,2.0,0,0
21612,44,5583.0,0.25591,0.0,0,60
21613,68,7500.0,0.306626,0.0,0,0
21614,62,14000.0,0.110135,0.0,0,0
21615,56,5166.0,1464.0,0.0,0,0
21616,49,6366.0,0.258992,2.0,0,30
21617,72,2600.0,0.745098,0.0,0,0
21618,58,12083.0,0.318189,2.0,0,0
21619,58,5166.0,0.695955,1.0,0,30
21620,55,4000.0,0.509123,0.0,0,0
21621,63,2750.0,0.765176,0.0,0,90
21622,40,4500.0,0.004888,3.0,0,0
21623,57,32500.0,0.107874,0.0,0,0
21624,86,2139.0,0.0,0.0,0,0
21625,46,5527.0,0.5767,3.0,0,0
21626,29,5166.0,3701.0,0.0,0,0
21627,51,5166.0,2523.0,0.0,0,0
21628,34,3058.0,0.15626,0.0,0,270
21629,71,6000.0,0.265956,1.0,0,120
21630,55,5166.0,5357.0,0.0,0,0
21631,71,11000.0,0.071539,1.0,0,30
21632,24,2430.0,0.21884,0.0,0,90
21633,75,675.0,0.0,0.0,0,0
21634,48,5736.0,0.169427,0.0,0,0
21635,58,9000.0,0.446173,3.0,0,0
21636,37,7500.0,0.693374,2.0,0,0
21637,66,1400.0,0.064954,1.0,0,0
21638,62,6100.0,0.401574,1.0,0,30
21639,40,5166.0,3877.0,2.0,0,60
21640,43,3333.0,1.024895,2.0,0,60
21641,68,5166.0,12.0,0.0,0,0
21642,70,5166.0,2606.0,1.0,0,0
21643,67,5166.0,1710.0,0.0,0,0
21644,56,2100.0,0.516421,0.0,0,0
21645,39,3085.0,0.872327,0.0,0,0
21646,60,12000.0,0.855345,0.0,0,0
21647,63,3259.0,0.27454,0.0,0,90
21648,36,5166.0,8.0,0.0,0,0
21649,23,5166.0,447.0,0.7896281800391389,0,0
21650,59,5500.0,0.882203,0.0,0,0
21651,67,5166.0,553.0,0.0,0,0
21652,40,5166.0,2691.0,0.0,0,0
21653,40,3000.0,0.189603,1.0,0,0
21654,67,5166.0,2169.0,0.0,0,0
21655,58,9000.0,0.009888,1.0,0,0
21656,38,4500.0,0.071317,2.0,0,120
21657,74,5166.0,269.0,0.0,0,0
21658,59,6500.0,0.483464,0.0,0,0
21659,48,5600.0,0.355651,2.0,0,180
21660,39,5916.0,0.465946,1.0,0,30
21661,48,5166.0,3022.0,1.0,0,0
21662,37,1800.0,0.267629,2.0,0,0
21663,54,3000.0,0.120293,0.0,0,0
21664,30,2900.0,0.110996,1.0,0,0
21665,40,4000.0,0.544864,0.0,0,0
21666,44,4550.0,0.234234,0.0,0,0
21667,33,2072.0,0.123493,4.0,0,120
21668,85,4000.0,0.002999,0.0,0,0
21669,59,4875.0,0.370796,0.0,0,0
21670,71,10500.0,0.157985,0.0,0,0
21671,39,5333.0,0.061492,0.0,0,120
21672,40,7000.0,0.241537,0.0,0,0
21673,57,5166.0,1643.0,1.0,0,0
21674,51,7529.0,0.686587,1.0,0,0
21675,54,5677.0,0.314195,0.0,0,0
21676,65,3490.0,0.130908,0.0,0,0
21677,52,5000.0,0.168966,1.0,0,60
21678,31,2983.0,0.483914,2.0,0,0
21679,77,8260.0,0.296453,0.0,0,0
21680,29,3904.0,0.66735,3.0,0,0
21681,45,5866.0,0.276802,1.0,0,0
21682,62,5166.0,7325.0,0.0,0,0
21683,45,5600.0,0.459918,1.0,0,0
21684,46,7917.0,0.367517,1.0,0,0
21685,76,5166.0,38.0,0.7896281800391389,0,0
21686,56,5166.0,3861.0,0.0,0,0
21687,56,5166.0,4292.0,3.0,0,0
21688,44,9002.0,0.131845,1.0,0,0
21689,37,8000.0,0.231971,2.0,0,0
21690,53,5744.0,0.162924,0.0,0,0
21691,36,3534.0,0.31372,0.0,0,0
21692,62,20000.0,0.20274,1.0,0,60
21693,27,35000.0,0.099054,0.0,0,30
21694,23,5166.0,19.0,0.0,0,30
21695,67,5166.0,1692.0,0.7896281800391389,0,0
21696,48,3400.0,0.034696,0.0,0,0
21697,67,2500.0,1.883247,1.0,0,0
21698,32,5166.0,2680.0,0.0,0,0
21699,31,8700.0,0.059533,1.0,0,0
21700,53,4000.0,0.548863,1.0,0,30
21701,66,7251.0,0.654992,1.0,0,0
21702,45,7700.0,0.354499,3.0,0,0
21703,54,5166.0,0.0,0.0,0,0
21704,74,4166.0,0.00168,0.0,0,0
21705,76,3500.0,0.045987,0.0,0,0
21706,64,9392.0,0.1977,1.0,0,0
21707,80,4433.0,0.008345,1.0,0,0
21708,64,8750.0,0.668838,0.0,0,0
21709,63,5166.0,4487.0,0.7896281800391389,0,30
21710,37,5166.0,699.0,3.0,0,0
21711,25,5166.0,50.0,1.0,0,120
21712,37,7934.0,0.215123,2.0,0,0
21713,57,3714.0,0.247376,1.0,0,0
21714,42,9000.0,0.202533,0.0,0,0
21715,44,12000.0,0.220815,1.0,0,0
21716,53,4333.0,0.305491,2.0,0,0
21717,88,5820.0,0.001031,0.0,0,0
21718,47,26800.0,0.192903,2.0,0,60
21719,52,5266.0,0.234859,2.0,0,0
21720,44,1000.0,2.256743,2.0,0,30
21721,46,4200.0,0.649131,1.0,0,0
21722,67,2600.0,1.958862,0.0,0,0
21723,73,5833.0,0.482688,0.0,0,0
21724,52,5166.0,311.0,0.7896281800391389,0,30
21725,41,5561.0,0.017979,0.0,0,30
21726,49,4500.0,0.305932,2.0,0,0
21727,44,17700.0,0.30196,2.0,0,0
21728,53,1050.0,2.770695,3.0,0,0
21729,47,3500.0,0.242217,0.0,0,0
21730,57,9476.0,0.568218,1.0,0,0
21731,53,19663.0,0.281987,3.0,0,30
21732,38,20833.0,0.157435,2.0,0,0
21733,63,12200.0,0.34784,0.0,0,0
21734,50,1700.0,0.343327,0.0,0,0
21735,31,4800.0,0.595918,1.0,0,0
21736,76,4167.0,0.075816,0.0,0,0
21737,26,2976.0,0.111186,0.0,0,0
21738,57,5166.0,4124.0,2.0,0,60
21739,64,4167.0,0.172025,0.0,0,0
21740,39,5600.0,0.907517,0.0,0,0
21741,43,5166.0,2643.0,0.0,0,0
21742,64,5166.0,3501.0,0.7896281800391389,0,30
21743,41,7856.0,0.140384,3.0,0,0
21744,51,4666.0,0.289051,1.0,0,30
21745,56,13083.0,0.183659,4.0,0,0
21746,56,3000.0,0.001666,0.0,0,0
21747,45,4110.0,0.318657,1.0,0,90
21748,64,5166.0,1934.0,0.0,0,0
21749,42,5166.0,70.0,0.0,0,0
21750,70,11250.0,0.294018,2.0,0,0
21751,41,3333.0,0.228554,0.0,0,0
21752,49,5166.0,152.0,0.0,0,120
21753,36,5166.0,3200.0,1.0,0,0
21754,58,5166.0,3474.0,0.0,0,0
21755,61,5166.0,1735.0,0.0,0,150
21756,69,7450.0,0.473493,3.0,0,0
21757,54,3369.0,0.049852,0.0,0,180
21758,33,2875.0,0.303199,0.0,0,0
21759,57,3600.0,0.008053,0.0,0,0
21760,44,5166.0,4371.0,0.0,0,0
21761,74,5166.0,2.0,0.0,0,0
21762,69,1490.0,0.132126,0.0,0,0
21763,52,6200.0,0.603774,4.0,0,0
21764,34,15000.0,0.920272,3.0,0,0
21765,45,10100.0,0.956836,0.0,0,0
21766,42,4264.0,0.463775,1.0,0,0
21767,52,1513.0,0.435931,3.0,0,0
21768,79,9436.0,0.000424,0.0,0,0
21769,33,3800.0,0.28703,1.0,0,240
21770,49,11921.0,0.310434,1.0,0,0
21771,69,7500.0,0.153713,1.0,0,0
21772,59,8416.0,0.92028,1.0,0,0
21773,53,13686.0,0.395119,1.0,0,0
21774,53,8866.0,0.543025,0.0,0,0
21775,34,8000.0,0.442445,0.0,0,120
21776,42,8000.0,0.00175,0.0,0,0
21777,39,7460.0,0.451146,1.0,0,0
21778,48,5833.0,0.332876,0.0,0,0
21779,48,15000.0,0.146657,0.0,0,0
21780,28,5166.0,483.0,1.0,0,0
21781,54,7598.0,0.377418,0.0,0,0
21782,53,8650.0,0.345972,0.0,0,0
21783,32,1700.0,0.320988,0.0,0,30
21784,32,4130.0,0.098523,3.0,0,30
21785,52,11600.0,0.139816,0.0,0,0
21786,51,9773.0,0.378965,1.0,0,0
21787,66,5166.0,1764.0,0.0,0,0
21788,39,8750.0,0.256999,3.0,0,0
21789,46,11083.0,0.146608,0.0,0,0
21790,69,8946.0,0.128646,0.0,0,0
21791,49,9176.0,0.253133,0.0,0,0
21792,44,6300.0,0.385177,2.0,0,0
21793,63,5166.0,2649.0,0.0,0,0
21794,47,16208.0,0.405022,3.0,0,0
21795,80,2800.0,0.52267,1.0,0,0
21796,51,5166.0,2992.0,1.0,0,90
21797,27,1200.0,0.125729,0.0,0,90
21798,26,5166.0,546.0,0.0,0,0
21799,41,9166.0,0.105487,3.0,0,0
21800,43,4621.0,0.110125,0.0,0,90
21801,69,5166.0,4513.0,0.0,0,0
21802,36,2240.0,0.429273,0.0,0,90
21803,79,0.0,44.0,0.0,0,0
21804,48,11045.0,0.198443,0.0,0,0
21805,40,5500.0,0.277768,3.0,0,0
21806,71,11533.0,0.279088,0.0,0,0
21807,43,3500.0,0.073122,1.0,0,0
21808,60,15200.0,0.195513,1.0,0,0
21809,50,10250.0,0.260853,2.0,0,90
21810,63,8000.0,0.113236,0.0,0,0
21811,31,2305.0,0.633131,2.0,0,0
21812,24,5166.0,14.0,0.0,0,150
21813,47,5166.0,1653.0,0.0,0,0
21814,60,7384.0,0.206364,0.0,0,0
21815,27,1.0,120.0,0.0,0,0
21816,47,2810.0,0.866596,0.0,0,210
21817,33,6000.0,0.173138,0.0,0,60
21818,44,2600.0,0.182238,0.0,0,30
21819,58,9000.0,0.238196,3.0,0,0
21820,47,8000.0,0.354706,3.0,0,0
21821,32,3000.0,0.160946,1.0,0,0
21822,33,4331.0,0.822484,0.0,0,0
21823,85,5166.0,285.0,0.7896281800391389,0,0
21824,40,5166.0,1809.0,0.0,0,0
21825,24,3000.0,0.016328,1.0,0,90
21826,53,5166.0,4996.0,1.0,0,0
21827,68,36000.0,0.012805,0.0,0,0
21828,63,5166.0,4118.0,1.0,0,0
21829,69,5166.0,87.0,0.0,0,0
21830,31,1081.0,0.745841,3.0,0,60
21831,32,8500.0,0.062816,1.0,0,0
21832,70,17916.0,0.208182,0.0,0,0
21833,44,3663.0,0.223253,3.0,0,120
21834,56,7501.0,0.134764,0.0,0,0
21835,53,13300.0,0.345237,4.0,0,0
21836,52,2666.0,0.348331,0.0,0,0
21837,38,5200.0,0.656797,3.0,0,30
21838,77,5166.0,24.0,0.0,0,0
21839,46,4468.0,0.830163,0.0,0,60
21840,74,4302.0,0.058099,0.0,0,0
21841,73,8000.0,0.012373,0.0,0,0
21842,54,1805.0,0.082503,0.0,0,60
21843,54,8000.0,0.306962,3.0,0,0
21844,47,9600.0,0.434226,0.0,0,0
21845,63,2250.0,0.019991,0.0,0,0
21846,47,7698.0,0.281855,0.0,0,0
21847,65,3000.0,0.234922,1.0,0,0
21848,64,11700.0,0.336723,0.0,0,0
21849,50,11500.0,0.079297,1.0,0,0
21850,67,7120.0,0.235079,0.0,0,0
21851,38,4390.0,0.242542,2.0,0,0
21852,63,6600.0,0.432056,2.0,0,30
21853,50,5166.0,4965.0,4.0,0,0
21854,56,5197.0,0.533282,0.0,0,0
21855,33,3800.0,0.219153,0.0,0,30
21857,67,5166.0,3299.0,0.0,0,0
21858,67,18841.0,0.813502,0.0,0,0
21859,65,14660.0,0.732965,0.0,0,0
21860,71,5166.0,43.0,0.0,0,0
21861,38,5166.0,2039.0,0.0,0,0
21862,84,4166.0,0.00576,1.0,0,0
21863,44,7466.0,0.743404,4.0,0,30
21864,38,9139.0,0.282932,1.0,0,0
21865,36,2516.0,0.72348,3.0,0,0
21867,31,2660.0,0.282976,0.0,0,60
21868,64,11638.0,0.080935,1.0,0,0
21869,67,5166.0,1903.0,0.7896281800391389,0,0
21870,50,5166.0,38.0,3.0,0,0
21871,44,9503.0,0.299453,2.0,0,0
21872,57,6264.0,0.333599,0.0,0,0
21873,62,8433.0,0.894712,0.0,0,0
21874,48,7500.0,0.259032,2.0,0,30
21875,27,1666.0,1.0,0.0,0,0
21876,55,4000.0,0.334166,0.0,0,0
21877,37,7750.0,0.748033,2.0,0,0
21879,61,2500.0,0.310276,0.0,0,30
21880,43,3638.0,0.234405,4.0,0,60
21881,32,5166.0,1698.0,0.0,0,0
21882,69,1876.0,0.012786,0.0,0,0
21883,28,2001.0,0.027972,0.0,0,0
21884,44,4000.0,0.247438,0.0,0,0
21885,57,6000.0,0.003833,1.0,0,0
21886,38,6100.0,0.310769,2.0,0,0
21887,43,6300.0,0.393588,2.0,0,0
21888,61,6833.0,0.32192,0.0,0,120
21889,59,7333.0,0.291383,1.0,0,0
21890,86,5166.0,3078.0,1.0,0,0
21891,66,7661.0,0.196424,1.0,0,0
21892,52,5782.0,0.554211,3.0,0,0
21893,68,13000.0,0.277902,0.0,0,0
21895,49,1500.0,2.746169,0.0,0,0
21896,65,4396.0,0.704799,0.0,0,120
21897,57,17500.0,0.118622,1.0,0,0
21898,49,5166.0,39.0,0.0,0,0
21899,57,13416.0,0.189461,3.0,0,0
21900,49,8333.0,0.135109,2.0,0,0
21901,42,1720.0,0.635677,0.0,0,0
21902,62,7397.0,0.168424,1.0,0,0
21903,43,5621.0,0.70651,3.0,0,0
21904,72,10000.0,0.0,0.0,0,0
21905,36,8241.0,0.368964,4.0,0,0
21906,52,2000.0,0.575212,2.0,0,0
21907,35,2000.0,0.302849,0.0,0,0
21908,25,5000.0,0.05119,1.0,0,120
21909,79,3600.0,0.028325,0.0,0,0
21910,36,5166.0,553.0,0.0,0,0
21911,41,5166.0,3128.0,0.0,0,0
21912,50,9483.0,0.436525,0.0,0,0
21913,58,3200.0,0.553265,0.0,0,0
21914,55,2327.0,0.412371,1.0,0,0
21915,45,10500.0,0.358156,4.0,0,0
21916,55,8574.0,0.693644,1.0,0,90
21917,45,2400.0,1.344023,1.0,0,0
21918,42,6000.0,0.433928,0.0,0,0
21919,26,5166.0,334.0,1.0,0,30
21920,39,5575.0,0.114778,2.0,0,0
21921,46,6666.0,0.526474,0.0,0,0
21922,73,5166.0,85.0,0.0,0,0
21923,42,13250.0,0.02747,4.0,0,0
21924,57,4700.0,0.369921,1.0,0,0
21925,32,3456.0,0.264391,0.0,0,0
21926,57,5500.0,0.456644,0.0,0,0
21927,73,2849.0,0.65193,0.0,0,60
21929,30,5000.0,0.412917,0.0,0,0
21930,32,5431.0,0.25313,1.0,0,0
21931,38,5166.0,81.0,0.0,0,90
21932,49,5166.0,3759.0,0.0,0,30
21933,27,5166.0,19.0,0.7896281800391389,0,0
21934,34,3000.0,0.717094,2.0,0,0
21935,58,10000.0,0.208379,0.0,0,0
21936,66,1.0,0.0,0.0,0,60
21937,45,5166.0,2606.0,0.0,0,0
21938,50,7633.0,0.254126,3.0,0,0
21939,59,7300.0,0.23668,0.0,0,0
21940,64,2545.0,0.419482,0.0,0,0
21941,56,4500.0,0.329927,0.0,0,0
21942,81,1933.0,0.758532,0.0,0,30
21943,27,2500.0,0.063974,0.0,0,0
21944,44,5166.0,287.0,1.0,0,120
21945,53,7900.0,0.352614,3.0,0,0
21946,61,5166.0,2829.0,0.0,0,0
21947,34,3750.0,0.540123,0.0,0,30
21948,28,6000.0,0.093151,1.0,0,0
21949,58,8759.0,0.073858,0.0,0,0
21950,54,10833.0,0.34281,2.0,0,0
21951,44,5166.0,5618.0,0.0,0,0
21952,55,8000.0,0.001,2.0,0,90
21953,41,6916.0,0.004915,2.0,0,0
21954,49,9628.0,0.404611,3.0,0,0
21955,38,3500.0,0.179949,0.0,0,0
21956,75,10051.0,0.080481,0.0,0,0
21957,45,10050.0,0.483335,3.0,0,0
21958,54,5166.0,2638.0,0.0,0,0
21959,66,12884.0,0.205433,0.0,0,0
21960,38,3332.0,0.786379,2.0,0,0
21961,61,7702.0,0.001558,0.0,0,0
21962,49,5166.0,2988.0,0.7896281800391389,0,0
21963,58,5166.0,3101.0,0.0,0,0
21964,61,2610.0,0.398698,1.0,0,0
21965,34,3040.0,0.160474,0.0,0,0
21966,45,1900.0,0.161494,2.0,0,0
21967,78,12593.0,0.229474,1.0,0,0
21968,31,4425.0,0.50836,1.0,0,0
21969,61,6695.0,0.30227,0.0,0,0
21970,68,5166.0,782.0,0.0,0,0
21971,24,3166.0,0.005999,0.0,0,0
21972,52,4167.0,0.982006,0.0,0,0
21973,56,5439.0,0.536765,1.0,0,0
21974,76,5965.0,0.602749,0.0,0,90
21975,64,19761.0,0.624836,0.0,0,0
21976,49,12110.0,0.289737,4.0,0,0
21977,69,5166.0,1473.0,0.0,0,90
21978,59,8091.0,0.479239,1.0,0,0
21979,46,8430.0,0.68604,2.0,0,0
21980,41,5000.0,0.343731,0.0,0,30
21981,58,3000.0,2.04132,1.0,0,0
21982,66,5166.0,1098.0,0.0,0,0
21983,52,5166.0,151.0,0.7896281800391389,0,0
21984,69,5166.0,205.0,0.0,0,0
21985,49,5166.0,502.0,0.0,0,0
21986,74,9723.0,0.562012,1.0,0,0
21987,61,2600.0,0.099962,1.0,0,0
21988,51,5775.0,0.353705,0.0,0,0
21989,43,12400.0,0.253689,3.0,0,30
21990,62,3300.0,0.167525,0.0,0,0
21991,42,5166.0,798.0,1.0,0,60
21992,45,10000.0,0.643736,3.0,0,0
21993,63,3641.0,0.046129,0.0,0,0
21994,43,3600.0,0.067481,2.0,0,0
21996,33,3960.0,0.156021,1.0,0,0
21997,49,5166.0,1734.0,2.0,0,0
21998,34,7200.0,0.127205,2.0,0,0
21999,80,8334.0,0.379124,1.0,0,0
22000,52,4100.0,0.51841,2.0,0,0
22001,25,5166.0,15.0,0.7896281800391389,0,0
22002,69,12354.0,0.087252,1.0,0,30
22003,68,2700.0,0.090707,0.0,0,60
22004,86,5166.0,0.0,0.7896281800391389,0,0
22005,57,4600.0,0.6203,0.0,0,0
