age,monthly_revenue,debt_ratio,rated_exposure,serious_delinquencies_in_past_2_years,composite_overdue
1.3484,0.6502,-0.333,1.1777,0,90
0.5284,-0.2005,2.7708,2.1271,0,0
-0.2917,-0.9461,-0.3333,2.1271,0,30
-0.0867,2.1812,-0.3329,1.1777,0,0
-1.5217,-1.1615,-0.3335,-0.7212,0,0
-1.5217,-0.1918,-0.3334,-0.7212,0,0
0.7334,2.3088,-0.3335,0.2283,0,0
-0.4284,-0.7558,-0.3335,-0.7212,0,300
0.5284,0.2162,-0.333,0.2283,0,0
0.87,-0.2005,-0.291,-0.7212,0,0
1.1434,0.8712,-0.3329,-0.7212,0,0
-0.2233,-0.8129,-0.3329,-0.7212,0,0
0.46,-0.0474,-0.3335,-0.7212,0,0
-1.3167,-0.8208,-0.3335,-0.7212,0,0
-0.8384,-0.8025,-0.3331,1.1777,0,0
-1.0434,0.48,-0.3333,2.1271,0,30
-1.9318,-1.5187,-0.3325,-0.7212,0,0
-0.8384,7.4122,-0.3333,1.1777,0,0
-1.0434,-0.8328,-0.3335,0.2283,0,0
-0.4284,0.5012,-0.3331,-0.7212,0,0
-1.6584,-0.4981,-0.3334,-0.7212,0,0
1.7584,1.033,-0.3329,-0.7212,0,30
-0.2917,-0.7009,-0.333,0.2283,0,30
0.3917,0.3407,-0.3333,0.2283,0,0
0.3917,2.3088,-0.3333,0.2283,0,0
2.5784,-0.2684,-0.3335,0.2283,0,0
-0.0183,0.4971,-0.3332,1.1777,0,0
1.0067,0.5737,-0.3333,0.2283,0,0
-1.7267,-1.3095,-0.3328,-0.7212,0,0
0.3917,3.3295,-0.3333,-0.7212,0,0
2.8518,-0.2005,-0.3335,-0.7212,0,0
0.7334,0.7854,-0.3332,0.2283,0,0
-0.0183,1.4655,-0.3332,0.2283,0,60
-1.9318,-1.423,-0.3335,-0.7212,0,0
0.1183,-0.2005,0.2331,1.1777,0,0
0.1183,-0.4981,-0.333,1.1777,0,120
0.3233,-1.0936,-0.3332,-0.7212,0,0
1.2117,-0.2005,1.9144,-0.7212,0,0
-1.5217,-0.2005,-0.1276,-0.7212,0,0
0.255,-0.2005,0.1415,-0.7212,0,0
1.7584,-0.4981,-0.3327,-0.7212,0,0
0.87,1.9261,-0.3332,0.2283,0,0
-0.2233,-0.7838,-0.3332,-0.7212,0,0
-0.8384,-0.6683,-0.3333,-0.7212,0,0
1.075,-0.8808,-0.3333,-0.7212,0,0
0.7334,-0.2005,0.1764,0.0285,0,0
-1.5217,-1.5187,0.414,0.2283,0,0
0.3233,0.4371,-0.3331,0.2283,0,0
1.5534,-0.6876,-0.3335,0.2283,0,0
0.1867,0.7699,-0.3333,-0.7212,0,0
1.075,0.2394,-0.3331,0.2283,0,0
0.1183,-0.2005,1.3064,-0.7212,0,0
1.5534,-0.2005,-0.3128,-0.7212,0,0
2.3734,-0.7277,-0.3331,-0.7212,0,0
0.5967,2.9467,-0.3335,0.2283,0,0
-0.4284,0.4206,-0.3332,1.1777,0,0
0.255,-0.4557,-0.3329,-0.7212,0,0
0.7334,-0.2005,0.5992,-0.7212,0,0
0.05,0.3695,-0.3335,-0.7212,0,0
1.075,-0.2005,1.0416,-0.7212,0,0
-1.3167,-1.1743,-0.3334,-0.7212,0,0
0.1867,-0.5746,-0.3332,-0.7212,0,0
-1.0434,0.6885,-0.3335,0.2283,0,0
-1.0434,-0.2005,2.1269,-0.7212,0,0
1.4167,-0.5672,-0.3335,-0.7212,0,0
-0.4967,-0.2005,3.2089,-0.7212,0,0
0.1867,-1.0849,-0.3335,-0.7212,0,0
1.075,-1.0084,-0.3334,-0.7212,0,0
0.87,-0.7851,-0.3332,-0.7212,0,0
1.4167,-0.7907,-0.3329,-0.7212,0,0
0.9384,0.0342,-0.3335,0.2283,0,0
-0.9067,-0.8043,-0.3335,0.2283,0,0
-0.565,-0.2005,4.1285,-0.7212,0,0
-0.9067,0.8543,-0.3329,-0.7212,0,0
1.075,-0.2005,-0.0404,-0.7212,0,0
-0.0183,-0.0643,-0.3331,-0.7212,0,0
-0.155,-0.6045,-0.3324,-0.7212,0,0
0.87,-0.447,-0.3331,-0.7212,0,0
0.5284,1.6709,-0.3333,-0.7212,0,0
-0.9067,-0.2005,-0.3107,-0.7212,0,180
1.0067,0.383,-0.3333,1.1777,0,0
-0.0867,-0.6256,-0.3326,1.1777,0,0
-1.1117,-0.6683,-0.333,-0.7212,0,0
-0.2917,-0.1791,-0.3332,-0.7212,0,0
1.7584,0.0973,-0.3331,0.2283,0,0
-1.5217,-0.447,-0.3332,-0.7212,0,0
-0.4284,-0.2005,6.213,2.1271,0,90
1.0067,0.0544,-0.3335,-0.7212,0,0
0.87,-0.3067,-0.3335,-0.7212,0,0
1.4851,0.2458,-0.3335,-0.7212,0,30
0.87,-0.3508,-0.3332,-0.7212,0,0
-0.2233,0.5466,-0.3331,1.1777,0,0
0.5284,1.5433,-0.3335,-0.7212,0,0
1.8267,-0.2005,-0.0906,0.0285,0,0
0.9384,-0.2005,1.6202,2.1271,0,0
0.665,-0.2005,0.7201,-0.7212,0,0
-1.5217,-0.2939,-0.3332,-0.7212,0,30
1.4167,-0.2005,2.2554,-0.7212,0,0
-0.4284,0.0123,-0.3334,-0.7212,0,60
-0.8384,-0.4981,-0.3335,1.1777,0,0
-1.4534,-0.1663,-0.333,0.2283,0,60
0.46,-0.2429,-0.3331,-0.7212,0,0
0.3233,-0.2939,-0.3331,2.1271,0,0
0.5967,-0.2005,-0.3325,-0.7212,0,0
0.3233,-0.4131,-0.333,0.2283,0,30
-1.0434,-0.9063,-0.3328,0.2283,0,30
1.0067,0.4254,-0.3332,-0.7212,0,30
0.3917,-1.2636,-0.333,-0.7212,0,0
-0.4967,1.2141,-0.3334,1.1777,0,0
0.8017,-0.0558,-0.3333,-0.7212,0,0
1.4851,-0.0112,-0.3334,3.0766,0,0
-0.0867,-0.3245,-0.3332,1.1777,0,0
0.3917,-0.494,-0.3329,1.1777,0,0
1.8951,-0.2005,-0.3335,0.0285,0,0
-0.2233,-0.2005,2.0092,0.2283,0,120
0.8017,1.8495,-0.333,-0.7212,0,0
1.0067,-0.2005,-0.2921,-0.7212,0,0
2.1684,-0.1408,-0.3335,0.2283,0,0
-1.1117,-0.285,-0.3331,-0.7212,0,0
0.05,0.5226,-0.3331,2.1271,0,0
1.6901,-0.6282,-0.3335,-0.7212,0,30
-0.155,-0.2429,-0.3327,1.1777,0,0
0.9384,-0.4769,-0.3325,-0.7212,0,0
0.665,-0.2005,1.2911,-0.7212,0,0
-1.7951,-0.2005,-0.3335,-0.7212,0,0
-0.0867,0.8033,-0.3333,1.1777,0,0
0.255,-0.6267,-0.3327,-0.7212,0,0
0.5284,1.2838,-0.3332,2.1271,0,0
0.1183,0.5316,-0.3328,0.2283,0,30
0.7334,0.3361,-0.3332,-0.7212,0,0
0.9384,-0.6412,-0.3335,-0.7212,0,0
1.4167,-0.3751,-0.3329,-0.7212,0,0
-0.7017,1.875,-0.3333,3.0766,0,0
-0.975,-0.1168,-0.3328,2.1271,0,0
0.7334,-0.2005,2.8711,0.2283,0,0
-0.4284,0.0123,-0.3329,-0.7212,0,0
1.3484,1.1605,-0.3333,-0.7212,0,0
0.5967,-0.607,-0.333,-0.7212,0,0
0.7334,0.0633,-0.3333,0.2283,0,0
-0.4967,0.4772,-0.3328,0.2283,0,0
-0.7017,1.6709,-0.3333,2.1271,0,0
0.05,1.0187,-0.3331,0.2283,0,0
-1.0434,-0.4981,-0.3334,1.1777,0,0
0.5967,0.7035,-0.3333,-0.7212,0,0
-0.975,0.4119,-0.3332,1.1777,0,30
-0.565,0.6757,-0.333,2.1271,0,0
0.665,-0.2005,-0.047,-0.7212,0,90
-0.36,-0.7532,-0.333,-0.7212,0,0
0.3917,0.0123,-0.3332,0.2283,0,0
0.665,-0.2005,1.1996,-0.7212,0,0
-1.3167,-1.2636,-0.3301,1.1777,0,0
-0.0183,1.8145,-0.3334,-0.7212,0,0
-0.2233,0.0633,-0.3334,2.1271,0,0
-1.6584,3.7972,-0.3335,-0.7212,0,0
1.5534,-0.2005,-0.3335,-0.7212,0,0
0.5967,1.59,-0.3333,-0.7212,0,0
-1.0434,-0.3705,-0.3333,3.0766,0,0
1.075,-0.5843,-0.3332,-0.7212,0,0
0.3233,3.7268,-0.3331,1.1777,0,0
-0.77,0.7523,-0.3333,1.1777,0,0
1.7584,0.381,-0.3334,-0.7212,0,0
0.3917,-0.2005,0.3769,0.0285,0,0
0.87,3.2869,-0.3332,-0.7212,0,0
-0.6334,1.9429,-0.3334,1.1777,0,0
-0.7017,-0.2005,3.3789,-0.7212,0,0
2.4418,0.0123,-0.3334,-0.7212,0,0
-0.2917,0.2164,-0.3331,-0.7212,0,30
1.2117,-0.7864,-0.3334,0.2283,0,0
0.3917,-1.0722,-0.3329,-0.7212,0,0
-0.155,-0.7787,-0.3327,-0.7212,0,0
-1.1801,-1.0339,-0.3333,1.1777,0,0
2.3051,0.8441,-0.3335,-0.7212,0,0
0.665,-0.2005,4.5252,-0.7212,0,0
1.5534,0.5226,-0.333,-0.7212,0,0
1.6217,-1.0084,-0.3335,-0.7212,0,0
-0.975,-1.0084,-0.3321,0.2283,0,0
0.665,0.2675,-0.3331,0.2283,0,0
0.665,0.5397,-0.333,-0.7212,0,30
-1.2484,-0.4853,-0.3332,2.1271,0,30
-0.565,-0.0576,-0.3329,3.0766,0,0
1.3484,-0.2005,6.3492,-0.7212,0,0
0.05,-0.2005,1.2399,3.0766,0,0
1.2117,-0.2005,1.7357,1.1777,0,0
0.5284,-0.2005,1.7749,1.1777,0,120
-1.3851,-0.8808,-0.3329,2.1271,0,0
-1.4534,-0.6256,-0.3329,-0.7212,0,0
0.7334,-0.4116,-0.333,-0.7212,0,0
-1.5901,-0.2429,-0.3334,-0.7212,0,0
-0.155,0.1559,-0.3329,1.1777,0,0
0.5284,-0.5746,-0.3324,-0.7212,0,0
-1.5901,0.7183,-0.3334,-0.7212,0,0
-0.2233,-0.2429,-0.333,2.1271,0,0
0.5967,0.5012,-0.3333,-0.7212,0,90
1.0067,-0.2005,4.852,-0.7212,0,0
-0.77,0.6076,-0.3333,-0.7212,0,0
0.3917,3.0343,-0.3328,0.2283,0,0
-0.2917,-0.1947,-0.3331,0.2283,0,0
0.7334,0.5226,-0.3334,-0.7212,0,0
0.665,-1.5187,2.8275,-0.7212,0,0
-0.4284,-0.8043,-0.3334,0.2283,0,90
-1.3851,-0.9574,-0.3328,-0.7212,0,0
0.87,1.3731,-0.3332,-0.7212,0,0
-1.7951,-0.7831,-0.3334,-0.7212,0,0
-0.36,0.6502,-0.3333,-0.7212,0,0
-1.5217,-0.3646,-0.3335,-0.7212,0,0
-0.36,0.2981,-0.3333,0.2283,0,0
-0.6334,-0.4981,-0.3331,1.1777,0,0
-1.5217,-0.0985,-0.3329,3.0766,0,0
-0.4284,-0.4981,-0.3334,2.1271,0,90
-1.1117,-0.9308,-0.3325,0.2283,0,0
-0.2233,1.2881,-0.3331,1.1777,0,0
-0.2917,0.4599,-0.3332,1.1777,0,30
0.5967,0.9046,-0.3331,-0.7212,0,0
0.8017,-0.7277,-0.3335,-0.7212,0,0
0.05,-0.2005,0.7953,-0.7212,0,0
-0.4967,2.4874,-0.3332,-0.7212,0,0
-1.1117,-0.2005,-0.1472,-0.7212,0,300
1.1434,-0.2005,0.7975,-0.7212,0,0
-0.975,0.1399,-0.3335,0.2283,0,0
0.5284,-0.2005,2.578,-0.7212,0,30
0.46,0.8161,-0.3331,0.2283,0,0
0.7334,-1.0084,-0.3329,-0.7212,0,0
-0.9067,-0.6001,-0.3333,-0.7212,0,0
1.6901,-0.1367,-0.3333,-0.7212,0,0
-0.0183,-0.4771,-0.3333,0.2283,0,0
0.1867,0.3991,-0.3332,0.2283,0,0
0.05,1.3854,-0.3332,0.2283,0,0
-0.6334,-0.3067,-0.3331,2.1271,0,0
0.1183,0.0546,-0.3324,2.1271,0,0
-1.2484,-0.2005,0.3638,-0.7212,0,0
-0.2233,1.0955,-0.3332,1.1777,0,0
-0.4284,-0.4981,-0.3328,-0.7212,0,0
0.9384,0.6341,-0.333,1.1777,0,30
1.2117,-0.2005,3.6687,0.0285,0,0
1.3484,-0.5616,-0.3335,-0.7212,0,0
-0.4284,0.0123,-0.3328,0.2283,0,30
0.1867,-0.4557,-0.3333,0.2283,0,0
0.5284,1.777,-0.3334,0.2283,0,0
-1.1801,-0.2005,0.3943,-0.7212,0,0
0.46,1.0473,-0.3332,-0.7212,0,0
0.46,-0.2005,-0.3335,2.1271,0,0
0.8017,1.7347,-0.3334,-0.7212,0,0
1.1434,-0.7277,-0.3332,-0.7212,0,0
-0.36,0.1121,-0.3307,2.1271,0,0
-1.3851,-0.0387,-0.3334,-0.7212,0,0
-1.6584,-0.2005,-0.3161,-0.7212,0,90
-0.8384,-0.2005,-0.3172,-0.7212,0,0
-1.5217,-1.5187,0.8465,1.1777,0,0
0.1183,-0.2005,1.6289,-0.7212,0,0
-1.0434,0.714,-0.3332,1.1777,0,30
-0.975,0.1909,-0.3332,0.2283,0,0
-0.155,-0.2429,-0.3332,0.2283,0,0
-0.2233,0.161,-0.3333,1.1777,0,0
-0.0183,-0.2641,-0.3334,2.1271,0,0
2.3734,-1.0849,-0.3332,-0.7212,0,0
-1.4534,-0.4981,-0.3333,-0.7212,0,0
-0.155,-1.4932,-0.2974,0.2283,0,0
0.665,-0.1579,-0.3331,0.2283,0,120
1.3484,-1.1105,-0.333,-0.7212,0,0
-0.2233,1.033,-0.3331,2.1271,0,0
0.1867,-0.2005,0.7844,-0.7212,0,0
2.5784,-0.4981,-0.3334,-0.7212,0,0
-0.2233,0.4933,-0.3334,-0.7212,0,0
0.8017,2.1123,-0.333,0.2283,0,0
-0.565,1.6709,-0.3332,0.2283,0,0
0.3233,2.0536,-0.3335,0.2283,0,60
-1.1117,3.5847,-0.3334,0.2283,0,90
0.9384,-1.0594,-0.3335,-0.7212,0,0
-0.975,-0.2005,0.2494,-0.7212,0,0
0.7334,-0.3705,-0.3329,-0.7212,0,0
-0.7017,-1.5185,0.0386,-0.7212,0,0
-1.5217,-0.2005,-0.2475,0.0285,0,0
0.05,0.531,-0.3333,-0.7212,0,30
0.46,-0.8043,-0.3329,-0.7212,0,0
0.3233,0.4461,-0.3327,-0.7212,0,0
1.0067,0.4206,-0.3334,-0.7212,0,90
-1.4534,-0.5899,-0.3335,-0.7212,0,0
-0.565,-0.5419,-0.3334,1.1777,0,0
-0.155,-1.0594,-0.3327,1.1777,0,0
0.46,-0.2005,0.8454,-0.7212,0,0
-1.9318,-1.136,-0.3335,-0.7212,0,90
1.075,5.626,-0.3335,-0.7212,0,0
1.3484,-0.2005,-0.2954,0.0285,0,0
0.3917,-0.4335,-0.3332,-0.7212,0,30
-0.155,0.0432,-0.3331,2.1271,0,0
-0.77,0.4588,-0.3333,2.1271,0,0
0.1183,-0.6767,-0.3329,0.2283,0,60
2.1684,-0.5236,-0.3333,-0.7212,0,0
-0.6334,-0.1638,-0.3333,2.1271,0,0
-0.77,0.5448,-0.333,1.1777,0,0
-0.2917,2.3088,-0.3334,0.2283,0,90
-0.4284,-0.8257,-0.3333,1.1777,0,0
-0.36,2.4042,-0.3332,-0.7212,0,0
-0.9067,-0.4981,-0.3332,-0.7212,0,0
2.3734,-0.2005,-0.3183,-0.7212,0,0
-0.7017,0.0097,-0.3334,2.1271,0,0
1.075,-1.2965,-0.3334,-0.7212,0,0
-1.3851,-0.1153,-0.3332,-0.7212,0,0
-0.4967,0.2749,-0.3333,0.2283,0,0
-1.3167,-0.3493,-0.3333,-0.7212,0,0
0.5284,1.4634,-0.3332,0.2283,0,0
0.05,2.3088,-0.3334,3.0766,0,0
1.6901,0.0123,-0.333,-0.7212,0,0
-0.2917,1.504,-0.3331,0.2283,0,30
-0.975,1.033,-0.3329,0.2283,0,0
0.3233,0.3524,-0.3335,0.2283,0,0
1.0067,-0.0303,-0.3335,-0.7212,0,0
0.3917,-0.966,-0.3335,2.1271,0,0
0.46,1.6538,-0.3331,-0.7212,0,0
0.1867,1.4667,-0.3331,-0.7212,0,0
1.6217,-1.136,-0.3333,-0.7212,0,0
0.05,0.5729,-0.3335,-0.7212,0,0
0.5284,2.096,-0.3335,0.2283,0,0
-1.1801,1.1605,-0.3334,-0.7212,0,0
0.5284,0.3524,-0.3332,0.2283,0,0
1.7584,1.1605,-0.3334,-0.7212,0,0
1.6217,-1.0875,-0.3322,-0.7212,0,0
1.4167,-1.2636,-0.3335,-0.7212,0,0
1.0067,-0.4557,-0.3331,-0.7212,0,0
1.2117,1.4583,-0.3334,-0.7212,0,0
-0.4967,-0.8808,-0.3327,-0.7212,0,0
0.1183,0.2037,-0.3332,1.1777,0,0
-0.565,-0.2005,1.4938,-0.7212,0,0
0.8017,0.4514,-0.333,-0.7212,0,0
0.8017,-0.1469,-0.3332,-0.7212,0,0
1.5534,0.5555,-0.3329,0.2283,0,0
0.05,1.9133,-0.3328,-0.7212,0,30
-1.5901,0.3187,-0.3335,0.2283,0,60
0.3233,0.3312,-0.3329,-0.7212,0,150
0.5284,2.0197,-0.3331,-0.7212,0,0
-0.2233,1.1184,-0.3332,3.0766,0,0
-0.2917,-0.9574,-0.333,-0.7212,0,0
-0.77,-0.2005,1.9787,0.2283,0,0
-1.5901,-0.9234,-0.3334,-0.7212,0,0
-1.7267,-0.6943,-0.333,-0.7212,0,0
-0.2233,2.8758,-0.3334,0.2283,0,0
2.4418,-1.1916,-0.3335,-0.7212,0,0
-0.0867,-1.1454,-0.3332,1.1777,0,0
0.46,-0.6256,-0.3331,-0.7212,0,60
-1.6584,-0.7981,-0.3334,-0.7212,0,0
1.28,0.0633,-0.3331,-0.7212,0,0
0.665,1.2371,-0.3334,0.2283,0,0
-0.2233,0.1269,-0.3335,-0.7212,0,0
-1.8634,-1.4422,-0.3333,-0.7212,0,0
1.0067,-0.3258,-0.3328,1.1777,0,0
0.8017,-0.2005,2.809,0.2283,0,0
0.3917,-1.5187,0.4107,-0.7212,0,0
-0.4967,0.2675,-0.3332,0.2283,0,0
-0.36,0.4374,-0.3331,0.2283,0,30
-1.1801,-0.2005,1.2094,-0.7212,0,0
0.255,-1.1462,-0.3259,-0.7212,0,0
1.2117,0.2248,-0.3331,-0.7212,0,30
0.1867,3.8398,-0.3335,0.2283,0,30
0.05,-0.214,-0.3332,-0.7212,0,0
0.8017,-0.2005,3.5902,-0.7212,0,0
-0.8384,-0.1365,-0.3331,1.1777,0,0
0.3917,1.3136,-0.3333,0.2283,0,0
-1.1117,-0.6512,-0.3332,1.1777,0,60
-0.155,0.7778,-0.3331,1.1777,0,120
0.1183,-0.3462,-0.3331,-0.7212,0,0
-1.4534,-0.8808,-0.3335,-0.7212,0,0
0.87,-0.2429,-0.3329,-0.7212,0,0
-1.7951,-1.0834,-0.3333,-0.7212,0,0
-0.36,0.1529,-0.3331,-0.7212,0,0
0.5284,0.8799,-0.3334,-0.7212,0,0
0.46,0.0123,-0.3328,-0.7212,0,30
-0.565,-0.0122,-0.333,2.1271,0,0
0.87,-0.2005,0.0664,-0.7212,0,0
-0.7017,-0.2005,-0.3335,0.0285,0,0
-0.0183,-0.2005,0.9522,0.0285,0,0
1.4167,-1.5187,2.1345,-0.7212,0,0
-0.4967,-1.3475,-0.3335,-0.7212,0,0
-0.4967,-0.4935,-0.3334,1.1777,0,0
0.1867,-0.2005,2.8656,-0.7212,0,0
-2.0684,-0.2005,-0.2976,0.0285,0,0
-0.7017,-1.0913,-0.3335,-0.7212,0,0
-0.36,1.1292,-0.3331,2.1271,0,0
1.7584,-0.2005,-0.3325,0.0285,0,0
-1.5217,-0.7277,-0.3335,-0.7212,0,0
0.3233,0.0123,-0.3329,1.1777,0,30
-0.975,-1.0191,-0.3332,-0.7212,0,60
0.9384,-0.2005,1.3031,-0.7212,0,0
0.7334,-0.2005,1.3957,0.0285,0,30
1.28,1.0753,-0.333,-0.7212,0,0
1.5534,-0.9316,-0.3326,-0.7212,0,0
0.87,0.197,-0.3334,1.1777,0,0
0.87,0.4716,-0.3333,-0.7212,0,60
0.05,-0.296,-0.333,-0.7212,0,240
0.5284,1.033,-0.3331,-0.7212,0,0
1.3484,0.0888,-0.3332,-0.7212,0,0
-0.4284,0.1822,-0.3334,1.1777,0,0
-1.3851,-0.4981,-0.3334,-0.7212,0,0
-0.4967,-0.4725,-0.3333,1.1777,0,0
0.1183,-0.6256,-0.3328,-0.7212,0,60
1.8267,-0.2005,-0.2714,0.0285,0,0
0.7334,0.5226,-0.3335,-0.7212,0,0
-0.77,-0.4565,-0.3323,-0.7212,0,0
-1.0434,-0.345,-0.3331,-0.7212,0,0
1.4167,-0.0643,-0.3335,-0.7212,0,0
1.7584,-0.4623,-0.3334,-0.7212,0,0
0.1867,-0.2005,3.4867,1.1777,0,0
-1.3167,0.0123,-0.3334,-0.7212,0,270
0.255,-0.2005,2.8547,0.0285,0,0
-1.3167,0.4843,-0.3333,-0.7212,0,0
-0.8384,6.0386,-0.3333,1.1777,0,0
-0.36,-0.2005,1.569,-0.7212,0,0
-0.6334,-0.568,-0.3327,0.2283,0,0
1.6901,-0.2005,1.0427,-0.7212,0,0
-1.6584,-0.6683,-0.3335,-0.7212,0,0
-0.2917,-0.5514,-0.3334,2.1271,0,60
0.05,0.283,-0.3331,2.1271,0,0
0.5967,0.9692,-0.3335,-0.7212,0,0
1.8951,-0.1408,-0.3335,-0.7212,0,0
0.46,2.6405,-0.3334,-0.7212,0,0
0.05,0.48,-0.3333,-0.7212,0,30
-1.2484,-0.2217,-0.3324,0.2283,0,0
-0.8384,-0.2005,1.922,-0.7212,0,0
0.1183,-0.8298,-0.3326,-0.7212,0,30
-1.3851,-0.1579,-0.3332,-0.7212,0,0
-0.2917,-0.2005,5.8687,2.1271,0,0
0.665,-0.0643,-0.3331,0.2283,0,30
-1.7951,-0.2005,-0.3335,-0.7212,0,0
0.8017,4.3548,-0.333,1.1777,0,30
0.3917,0.5183,-0.3333,-0.7212,0,0
0.9384,-0.5236,-0.3333,-0.7212,0,0
-1.4534,0.912,-0.3335,0.2283,0,0
1.8267,-0.2939,-0.3335,-0.7212,0,0
0.5284,1.6709,-0.3334,-0.7212,0,0
0.255,0.1822,-0.3335,-0.7212,0,0
-0.155,-0.2005,1.2464,3.0766,0,0
0.7334,-0.2005,0.949,-0.7212,0,0
0.9384,2.5397,-0.3334,0.2283,0,0
1.0067,-0.2005,0.2974,-0.7212,0,0
1.7584,-0.2005,-0.29,0.0285,0,0
-0.565,-0.2005,-0.3009,-0.7212,0,0
-0.975,-0.1367,-0.3335,2.1271,0,0
-0.0183,-0.2005,2.8471,1.1777,0,0
-1.6584,-1.5187,1.2061,-0.7212,0,30
0.46,-0.2005,1.1048,-0.7212,0,0
-1.6584,-0.7532,-0.3332,-0.7212,0,30
1.4851,-1.1219,-0.3335,-0.7212,0,0
-0.2917,0.0761,-0.3332,1.1777,0,0
0.9384,-0.2937,-0.3332,-0.7212,0,0
-0.2917,0.2419,-0.3332,2.1271,0,0
0.05,-0.358,-0.3329,2.1271,0,0
0.5967,1.1075,-0.3331,0.2283,0,0
-0.4284,-0.4981,-0.3335,-0.7212,0,0
-0.4967,0.395,-0.3334,1.1777,0,0
2.7151,-0.2005,-0.3107,-0.7212,0,30
-0.36,0.838,-0.3334,2.1271,0,0
1.7584,-0.6001,-0.3333,-0.7212,0,0
-0.2917,0.64,-0.3332,-0.7212,0,0
-0.0183,0.0942,-0.3334,-0.7212,0,150
2.2368,-1.0084,-0.3332,-0.7212,0,0
-0.4967,4.8605,-0.3335,-0.7212,0,0
-1.3167,-0.6468,-0.333,-0.7212,0,30
-0.0183,-0.8808,-0.333,1.1777,0,30
-0.9067,1.033,-0.3333,1.1777,0,0
-1.5217,-0.3919,-0.3335,1.1777,0,0
0.7334,1.8179,-0.3332,0.2283,0,0
0.3917,1.0074,-0.3333,2.1271,0,90
-0.2233,0.7352,-0.3333,-0.7212,0,0
-0.0183,0.0761,-0.3333,1.1777,0,0
-2.0684,-0.2005,-0.3314,0.0285,0,0
0.1183,1.033,-0.3331,0.2283,0,0
-0.8384,-0.026,-0.3331,1.1777,0,0
0.05,-0.3705,-0.3335,-0.7212,0,0
1.6901,-0.3194,-0.3334,-0.7212,0,0
-1.1117,-0.2005,2.0473,-0.7212,0,0
-1.0434,1.033,-0.333,0.2283,0,0
0.3233,-0.345,-0.333,-0.7212,0,0
0.9384,0.395,-0.3331,-0.7212,0,0
-0.2917,-0.7277,-0.3335,0.2283,0,0
-0.7017,1.0968,-0.3331,-0.7212,0,30
2.8518,-0.6376,-0.3335,-0.7212,0,0
0.5284,-0.345,-0.3333,0.2283,0,30
-0.0183,-0.2005,2.542,2.1271,0,0
0.3917,-0.6065,-0.3333,-0.7212,0,0
-0.2917,-0.0729,-0.3332,-0.7212,0,0
-0.565,-0.2005,1.545,-0.7212,0,0
-1.7951,0.1246,-0.3333,0.2283,0,0
-0.36,1.9771,-0.3334,2.1271,0,0
-0.36,-0.1242,-0.3331,2.1271,0,0
0.1867,0.0761,-0.3335,-0.7212,0,0
-0.7017,0.7691,-0.3332,1.1777,0,0
-2.0001,-0.2005,0.0751,-0.7212,0,0
-1.1801,-0.2429,-0.3333,-0.7212,0,0
0.1183,-0.2005,0.1699,-0.7212,0,60
-0.565,-0.3705,-0.3333,-0.7212,0,60
0.7334,2.564,-0.3329,0.2283,0,0
2.0317,-0.2005,-0.205,0.0285,0,0
1.6217,-0.3705,-0.3335,-0.7212,0,0
2.7151,-0.6348,-0.3335,-0.7212,0,30
0.87,0.8202,-0.3332,1.1777,0,0
-1.1117,0.3126,-0.3332,-0.7212,0,0
0.665,0.3695,-0.333,-0.7212,0,60
-1.3851,-0.2005,0.0533,-0.7212,0,0
-0.9067,-0.7787,-0.3333,-0.7212,0,0
1.0067,0.7288,-0.3332,-0.7212,0,0
-0.77,1.033,-0.3332,1.1777,0,0
1.4167,-1.1447,-0.3334,0.2283,0,0
0.5284,0.9309,-0.333,-0.7212,0,0
-0.77,2.0409,-0.3332,1.1777,0,0
0.1183,-0.0643,-0.3329,-0.7212,0,150
-0.4284,-0.0387,-0.3332,-0.7212,0,0
-0.2917,-0.2005,0.4772,-0.7212,0,0
0.255,-0.0158,-0.3332,-0.7212,0,0
0.87,-0.5491,-0.3334,-0.7212,0,0
-0.155,0.9054,-0.3331,-0.7212,0,30
0.3917,-0.6256,-0.3329,-0.7212,0,0
0.5284,0.714,-0.3331,0.2283,0,30
2.1001,-0.2005,-0.3117,-0.7212,0,0
0.1183,0.6711,-0.3332,-0.7212,0,0
0.255,-0.444,-0.3331,-0.7212,0,0
0.1867,2.564,-0.3332,1.1777,0,0
0.3233,-0.0209,-0.3333,-0.7212,0,0
0.9384,1.5007,-0.3335,-0.7212,0,180
0.5284,-0.2005,1.764,-0.7212,0,60
0.3233,-0.2005,-0.291,-0.7212,0,0
-0.155,-0.2005,1.5581,-0.7212,0,0
0.3917,-0.2005,2.2456,-0.7212,0,0
0.1183,0.3335,-0.333,-0.7212,0,0
0.46,-0.2005,1.2377,-0.7212,0,0
-0.565,-0.1153,-0.333,-0.7212,0,0
-0.4967,-0.0303,-0.333,2.1271,0,0
-1.1801,0.3185,-0.3334,-0.7212,0,0
-1.1801,0.0761,-0.3334,-0.7212,0,0
0.05,-1.0084,-0.3334,-0.7212,0,0
-1.5217,-0.1153,-0.3334,-0.7212,0,0
0.46,3.776,-0.3333,-0.7212,0,30
1.1434,-0.3281,-0.3335,-0.7212,0,0
0.46,-0.2005,5.7347,-0.7212,0,210
-0.9067,-0.2005,1.8697,-0.7212,0,0
0.665,-1.5187,1.7172,-0.7212,0,0
0.1183,-0.2005,-0.2769,0.0285,0,0
